Emprestimo_pessoal,Emprestimo_consignado,Emprestimo_limite_especial,Emprestimo_educacao,Emprestimo_viagem,InvestimentoCDB,InvestimentoFundos,InvestimentoFundos_cambiais,InvestimentoFundos_commodities,InvestimentoLCI,InvestimentoLCA,InvestimentoPoupanca,InvestimentoFundosMultimercado,InvestimentoTesouroDireto,Idade,Renda,Regiao,Genero,seguroauto,segurovidaEmp,segurovidaPF,SeguroResidencial,AGE_RANGE,INCOME_RANGE,tipo_financiamiento
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.18804901924309486,-0.5218306994714712,4,1.0,0,0,0,0,2,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,1.0543687743607877,-0.521064720547055,4,0.0,1,1,1,1,3,3,3
1,1,1,1,1,1,1,0,0,0,0,0,0,0,1.5180149776129257,-0.5210367743839752,4,0.0,0,0,0,0,1,3,1
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.390649883605398,-0.5209389628131954,4,1.0,0,0,0,0,0,3,0
0,0,0,1,1,1,1,1,1,1,0,0,0,0,-1.6644186878145335,-0.5203025524630583,3,0.0,0,0,0,1,1,3,1
1,1,1,1,1,1,1,0,0,0,0,1,0,1,0.3234591158641299,-0.5202695251794187,3,0.0,0,0,0,0,6,3,3
1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.7200354025910276,-0.5200764425981396,2,1.0,1,1,1,1,6,3,3
0,0,0,0,1,0,0,1,1,1,1,1,1,1,1.797642331610836,-0.52003198279324,2,1.0,0,1,0,0,2,3,3
0,0,0,0,0,1,0,0,0,1,1,0,1,1,-0.7503370224440173,-0.5198312785311205,4,1.0,0,0,0,0,0,3,3
0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1.4024903395663395,-0.5196140606271824,4,1.0,1,1,1,1,2,3,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0232743216370108,-0.5193473017977838,0,1.0,0,0,0,0,1,3,3
0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.15373656547391498,-0.5192304360249036,4,1.0,0,0,1,0,2,6,3
0,0,0,1,0,1,1,1,1,1,1,1,0,0,-0.2415541203182011,-0.5186321340789671,4,0.0,1,1,1,1,2,3,3
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5639138346289365,-0.518106238101009,1,1.0,1,1,1,1,2,3,3
1,1,1,1,1,1,1,0,0,0,1,1,1,0,0.1685716444946035,-0.5175282606373119,4,0.0,1,1,1,1,8,3,3
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1.9381334825140866,-0.5165996858549768,0,1.0,0,0,0,0,1,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43471886728041587,-0.5158248149695811,4,1.0,0,1,0,0,2,3,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.0578254907560745,-0.5155339208175223,4,0.0,0,0,0,1,1,3,3
0,0,0,0,1,0,1,1,0,0,0,1,0,0,2.7043564682721404,-0.5153382976759638,4,0.0,0,1,0,0,7,3,2
0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.25103875497833633,-0.5149775381162048,3,1.0,0,1,0,0,1,3,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16933380263693582,-0.5143678036490085,2,1.0,0,0,0,0,2,3,3
0,0,0,0,0,1,0,1,0,1,0,0,0,0,-0.6615032567432881,-0.5141925049896895,4,1.0,1,0,0,1,1,3,3
0,0,0,1,1,1,1,1,1,1,0,1,0,1,-0.32420593664223507,-0.5141404235039495,3,0.0,0,1,0,0,7,3,3
1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.8479086020267769,-0.5137656908626512,2,1.0,0,0,0,0,8,3,3
1,1,1,0,1,1,0,0,0,1,0,0,0,1,-0.4186288620534012,-0.5133680931788331,4,1.0,1,1,1,1,5,3,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.103809032010122,-0.5126808716230964,2,0.0,0,0,0,1,2,3,1
1,1,1,1,1,1,1,0,0,0,0,0,0,1,-0.2306298536114386,-0.5122235707726991,2,1.0,0,0,0,0,6,3,3
0,0,0,0,0,1,0,0,0,1,1,1,0,0,1.9389803248944562,-0.5119034601774202,4,0.0,1,1,1,1,1,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1396458020639668,-0.5117815132839814,4,0.0,1,1,0,0,2,3,3
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.10014678016077204,-0.5115096733340228,3,1.0,0,0,0,1,2,3,1
0,0,0,1,1,1,1,1,1,1,0,0,1,0,0.2527477771033021,-0.511294995990364,3,0.0,0,0,0,1,5,3,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.5690280688069714,-0.5109850476362048,4,1.0,1,1,1,1,2,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5711451747578943,-0.5104680436192272,0,1.0,0,0,0,0,2,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8371383664318607,-0.5102165281515092,2,0.0,1,1,1,1,4,3,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.2887594078827558,-0.5101949333891295,3,1.0,0,0,0,0,6,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.8075835673569755,-0.51005774313401,0,1.0,1,1,1,1,2,3,3
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.3486103345610955,-0.5099396070809907,1,1.0,0,0,0,0,5,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.9846583090921753,-0.508394946430758,2,1.0,0,0,0,0,5,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9692611151336834,-0.5083809733492175,4,0.0,1,1,1,1,2,3,2
1,1,1,1,1,1,1,0,0,0,1,1,0,1,1.6592682866585085,-0.5081510526438792,2,1.0,0,0,0,0,2,3,3
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.10446567630065452,-0.5074523985668825,3,0.0,0,1,0,1,2,3,3
0,0,0,0,1,1,0,0,1,0,1,0,0,0,-0.47816188139335575,-0.5068934753052857,4,1.0,0,0,0,0,0,3,3
0,0,0,0,0,1,1,1,0,1,0,0,0,0,1.6989005100597874,-0.5068223396174455,4,1.0,0,1,1,0,3,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39823529805073066,-0.5067893123338059,0,1.0,0,0,0,0,3,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,0.8457068118378166,-0.5067550147700259,2,1.0,1,1,1,1,1,3,3
0,0,0,1,1,1,1,1,1,1,0,1,0,0,-0.5342228469737971,-0.506732149727506,0,0.0,0,1,0,0,3,3,3
0,0,0,0,0,1,1,0,0,0,1,1,1,0,-0.6781860516365613,-0.5061948212282891,4,1.0,0,0,0,0,3,3,1
0,0,0,0,0,1,1,0,1,0,0,1,0,0,1.2101030881106845,-0.5054809237896127,0,0.0,0,0,0,0,0,3,3
1,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.7320452270280424,-0.5050248932193545,3,1.0,0,0,0,1,1,3,2
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.9061228405361306,-0.50399469602582,2,0.0,1,0,0,0,3,3,3
0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.6675520046218995,-0.5036542609483017,4,1.0,1,1,1,1,4,3,3
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1.4433234796643624,-0.5033011230693831,3,1.0,0,0,0,0,5,3,3
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0127041292466232,-0.5025364144251071,4,1.0,0,0,0,1,5,3,3
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.24351719515727768,-0.5016319749654322,4,1.0,1,1,1,1,4,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,1,0.6920049198008067,-0.5012077013986734,1,0.0,0,1,0,0,7,3,3
0,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.7134993788979571,-0.501198809437694,3,0.0,1,1,1,1,6,3,3
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.5107806504017975,-0.5005230204032172,1,1.0,0,0,0,1,4,3,3
0,0,0,0,1,1,0,0,1,0,1,0,1,0,-0.5897757071260166,-0.4983381385624277,1,0.0,1,0,0,0,4,3,3
0,0,1,0,0,0,0,0,0,0,1,1,0,1,-1.6103054597089415,-0.4973638336950528,3,0.0,0,0,0,0,3,3,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8994327857312145,-0.4967782345505154,2,1.0,1,1,1,1,5,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,0.08185498474479719,-0.49648098899775756,0,1.0,0,0,0,0,2,3,3
1,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.37018947789628265,-0.4962828252959186,4,1.0,1,0,0,0,0,3,0
0,0,0,0,0,1,0,0,0,1,0,1,0,1,-0.17795625755247427,-0.49612022943799866,2,1.0,0,0,0,0,6,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.3183142069576408,-0.49597922834245955,4,1.0,1,1,1,1,2,3,2
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.20964349994250972,-0.4957023072719411,4,0.0,0,0,0,1,2,3,3
0,0,0,0,1,1,0,0,1,1,0,1,0,0,-0.26789091834768325,-0.4956222796231214,1,0.0,1,1,1,1,1,3,3
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7804514312893416,-0.4954076022794626,1,0.0,0,0,0,0,2,3,1
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0228662378110536,-0.49532884491078316,4,1.0,1,0,0,0,3,3,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.47384298525347324,-0.4952132494180433,2,1.0,0,1,0,0,4,3,3
0,1,0,0,0,1,0,1,1,1,1,1,1,1,-0.06625774758177636,-0.49425799875276866,0,0.0,0,0,0,1,5,3,3
0,0,0,0,0,1,1,1,1,1,1,1,1,1,-0.4630880870227842,-0.49380450874279097,3,1.0,0,1,0,1,6,3,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4339235292422645,-0.49363683176431117,3,1.0,0,1,0,0,2,3,3
1,1,1,1,1,1,1,0,0,0,0,1,0,0,1.675104239171413,-0.4936317506437513,0,1.0,0,0,0,0,5,3,3
0,0,0,0,1,1,1,1,1,1,1,1,0,1,0.48901680122630925,-0.49311220606649436,3,1.0,1,0,0,0,2,3,3
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.2961061069782053,-0.4925977426097972,0,1.0,1,1,1,1,5,3,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5126437036386097,-0.4918343042456603,4,0.0,1,1,1,1,4,3,3
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.19702554847500856,-0.4916717083877415,2,0.0,0,0,0,0,4,3,3
0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.5404047963504923,-0.49123219145930314,4,1.0,0,0,0,0,6,3,3
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.6096433231688734,-0.4911801099735643,0,1.0,0,0,0,0,6,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04703442554739576,-0.4909806759915851,4,1.0,0,0,0,1,5,3,3
0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.18193641674020924,-0.49080029621170623,4,0.0,0,1,0,0,3,3,1
0,0,0,0,0,1,1,1,1,1,1,1,0,0,0.8043809036757996,-0.4906694573572868,2,0.0,0,0,0,0,1,3,3
0,0,0,0,0,0,1,0,0,0,1,0,1,1,-0.06075327210937674,-0.4904446177725072,4,0.0,0,0,0,0,2,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.1443727820298066,-0.4903595090031276,4,1.0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9369964204416168,-0.49014737221974936,1,0.0,0,0,0,0,5,3,3
0,0,0,1,0,1,1,0,0,0,1,0,0,1,-0.272125130249529,-0.48972436893313076,4,1.0,0,0,0,0,4,3,3
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.2870448935082543,-0.48868400949847657,4,1.0,1,1,1,1,6,3,3
1,0,0,0,0,0,1,0,1,0,0,1,0,0,-1.29358640945086,-0.4884756835555168,0,1.0,1,1,1,1,2,3,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.7351815309175795,-0.48818097856303827,0,0.0,1,0,0,0,1,6,1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.09030807118426158,-0.4879828148611993,3,0.0,0,0,0,0,1,3,3
0,0,0,1,1,1,1,1,1,1,0,0,1,0,-0.29659887504219906,-0.48773002911334107,0,0.0,0,0,0,0,4,3,3
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.4790602281159424,-0.48729432302532344,4,1.0,0,0,0,0,1,3,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0459003505570963,-0.4869145092634654,4,0.0,0,0,1,1,0,3,0
1,1,0,0,0,1,1,1,1,1,1,1,1,0,-0.2716170248213075,-0.4868001840508658,4,0.0,0,0,0,0,5,3,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7368390487003276,-0.4864584786932072,0,0.0,0,0,0,0,2,3,3
1,1,1,1,1,1,1,0,0,0,0,0,0,1,-0.6096765030646928,-0.4864432353315276,4,1.0,0,0,0,1,0,3,1
0,0,0,0,1,1,1,0,1,0,0,0,0,0,-1.5583093375542725,-0.4863085856366886,3,0.0,0,0,0,1,2,3,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.4508088725074305,-0.4860951785731689,2,1.0,0,0,0,0,5,3,3
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5486345048043011,-0.48607358381078924,4,0.0,1,1,1,1,3,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.8296014692465745,-0.48595417747762976,4,1.0,0,0,0,0,4,3,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.7832791910403791,-0.48508784642215436,1,1.0,0,0,0,0,1,3,3
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.31524474477454917,-0.48482997955373514,4,1.0,0,1,0,0,0,3,3
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.06136139913986214,-0.48393062121462005,4,1.0,0,1,0,0,6,3,3
0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.4507756926116113,-0.4836105106193412,3,1.0,0,0,0,1,5,3,3
0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.12274213435240224,-0.4834936448464622,4,1.0,0,0,0,0,4,3,3
0,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.34622383853183414,-0.4832027506944033,2,1.0,0,0,0,0,0,3,3
0,0,0,1,1,1,1,1,1,1,0,1,1,0,-1.2610676620446826,-0.4828762886984254,0,0.0,1,0,0,0,3,3,2
0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.20964349994250972,-0.48277847712764566,4,0.0,0,0,0,0,2,3,3
0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.4708305196621339,-0.48276069320568554,3,0.0,0,0,0,0,7,3,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,-1.584307398631607,-0.4822538514298288,4,0.0,0,0,0,0,1,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-1.2836783536005405,-0.4819909034408497,4,1.0,1,1,1,1,0,3,3
0,0,0,0,0,1,1,0,0,0,0,1,1,0,0.5275481295331078,-0.4819502544763697,4,1.0,0,0,1,0,4,3,1
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.07855229946135718,-0.48186006458643027,0,1.0,0,1,0,0,4,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-1.2890134605968664,-0.48179909113971087,1,0.0,1,1,1,1,1,3,3
0,1,0,0,0,0,0,0,0,1,0,1,0,0,-0.7653261325765521,-0.48175590161495035,3,0.0,1,0,0,0,2,3,3
0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.63537199416787,-0.4817279554518706,3,1.0,1,0,0,1,4,3,3
0,0,0,1,1,1,1,1,1,1,0,1,1,0,0.5722614072166016,-0.4815717109946519,4,0.0,1,0,0,0,1,3,2
0,0,0,0,0,1,1,1,0,0,1,0,1,0,-0.18049678469358135,-0.48136592561197256,2,1.0,0,1,0,0,3,3,3
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0547075113129358,-0.4811169507045339,4,0.0,0,0,1,0,6,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6344043005714737,-0.4795570466926216,0,0.0,0,0,0,0,5,3,3
0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.1753672131513198,-0.4789257174630456,4,0.0,0,0,0,1,6,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4699143304079552,-0.4786144988287461,2,1.0,0,0,0,0,2,3,3
1,0,1,0,0,1,1,1,1,1,1,1,0,0,-1.1652897888249263,-0.4777570597342513,0,0.0,0,0,1,0,2,3,3
1,1,1,1,1,1,1,0,0,1,0,0,0,1,-0.1320574005364634,-0.4764804281935575,4,1.0,1,1,1,1,3,3,3
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8462996015040755,-0.47639277886389747,4,0.0,0,1,0,0,2,3,2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.7278110151261967,-0.47621748020457844,2,1.0,0,0,0,1,1,3,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,-0.48298888296146036,-0.4757817741165608,3,1.0,0,0,0,0,1,3,3
0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.3583490219353415,-0.47577034159530085,4,1.0,0,0,0,0,3,3,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.07982256303191103,-0.47536004111008245,1,1.0,0,0,0,0,8,3,2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1.6020064043813231,-0.47508057947928467,2,0.0,0,0,0,0,5,3,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9020064927681414,-0.4746715492742066,4,0.0,1,1,1,1,2,3,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.535529277522341,-0.47454579154034704,4,1.0,0,0,0,1,2,3,3
0,0,0,0,0,1,1,0,0,1,0,0,0,0,-0.10622870793520278,-0.4735270268680725,2,1.0,0,0,0,0,1,3,1
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0.17941122696332928,-0.47339872857393245,0,1.0,0,0,0,0,3,3,3
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.7981504370390575,-0.47320818655293384,2,0.0,0,0,0,1,2,3,3
1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.3151447231722847,-0.47304686097515414,3,0.0,1,1,1,1,3,3,1
1,1,1,1,1,1,1,0,0,0,1,1,0,0,-0.5592046971946887,-0.47267720945441577,2,0.0,1,0,0,0,5,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.3794562268202972,-0.4719366361327999,0,0.0,1,0,0,0,1,3,3
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.30413577222748484,-0.47183882456202014,2,0.0,0,1,0,1,4,3,3
0,0,1,0,0,1,0,0,1,1,0,0,0,0,1.1693699696149258,-0.47011124357162914,3,1.0,0,0,0,0,5,3,1
0,0,0,1,1,0,0,1,0,0,0,1,0,0,-1.0687497574628373,-0.46964123991983164,3,0.0,1,0,0,0,8,3,3
0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.21352363752798026,-0.46962472627801183,1,0.0,0,0,0,0,2,3,3
0,0,0,0,0,1,0,0,0,0,0,1,1,1,-1.3336420540423235,-0.4687965036267359,4,0.0,0,1,0,0,0,3,3
0,0,0,0,0,1,0,1,0,1,1,0,0,0,2.8728781019656107,-0.4687838008253357,2,1.0,0,0,0,0,3,3,3
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5833550423994381,-0.46824901288639803,4,0.0,0,0,0,0,5,3,1
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.27501973170701194,-0.4675351154477217,2,1.0,0,0,0,0,5,3,3
1,0,0,0,0,1,0,1,1,1,0,0,1,0,0.3606354963623379,-0.46709305795900397,0,1.0,0,1,0,0,0,3,1
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.5090022814030222,-0.466906326778425,1,1.0,0,0,1,1,1,3,0
0,0,0,0,0,1,1,1,1,1,1,1,0,1,-1.2716531917992977,-0.466813596328205,0,0.0,0,0,1,0,0,3,3
1,1,1,1,1,1,1,0,0,1,0,1,1,0,-0.07421806595724695,-0.46607429328672945,2,0.0,1,1,1,1,6,3,3
0,0,0,0,0,1,0,0,1,0,1,0,0,0,-1.2260930717354348,-0.4655090186244315,3,0.0,0,0,0,0,4,3,1
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.8920290900440123,-0.4649005544373753,2,1.0,0,0,0,0,5,3,3
0,0,0,0,1,1,0,0,1,0,0,0,1,0,-1.2779198254140298,-0.4645207406755173,0,1.0,0,0,0,0,3,3,3
0,0,0,0,1,1,0,1,0,0,0,1,0,0,-1.5771939226365057,-0.4643505231367581,0,0.0,0,0,0,0,2,3,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.6205160855334186,-0.46433782033535786,3,1.0,0,0,0,0,2,3,3
0,0,0,0,0,1,1,0,0,0,1,0,0,0,-1.3816580170092572,-0.4640596289846992,0,1.0,0,0,0,0,0,3,3
0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.26416481187405905,-0.4638462219211807,4,1.0,0,0,0,0,4,3,3
0,0,0,0,1,0,1,1,1,1,1,1,1,1,-0.815289833018335,-0.4634079752728826,4,0.0,0,0,1,1,1,3,3
0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.1352060547080565,-0.461700718764731,0,1.0,0,1,0,0,8,3,1
0,0,0,0,0,1,0,0,0,0,0,1,0,1,2.006134925657734,-0.461619420835771,4,1.0,0,0,1,0,4,3,1
0,0,0,0,0,0,1,0,1,1,0,1,0,1,-1.1675762632519229,-0.46099698356717445,4,1.0,0,0,0,0,6,3,3
0,0,0,0,0,1,0,1,1,0,0,0,0,0,1.9536306980748428,-0.4605434935571967,0,0.0,0,0,0,0,1,3,3
0,0,0,0,0,1,1,0,0,1,1,0,0,1,-0.8251132046306178,-0.45991978600845984,4,1.0,0,0,0,1,2,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3801490380888197,-0.4597419467888603,4,1.0,0,0,0,0,3,3,3
0,0,1,1,1,1,1,1,1,1,0,0,1,0,-1.417648818174948,-0.4594243767538619,4,0.0,0,0,0,0,8,3,1
0,0,0,1,1,1,1,1,1,1,1,1,1,0,-0.6566762551751838,-0.4593189435022429,2,1.0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0084699173447775,-0.45851231561334665,3,1.0,0,0,0,0,6,3,3
1,0,0,0,0,1,0,0,0,1,1,0,0,1,-0.6748833663531216,-0.4573398470441328,2,1.0,0,0,0,0,1,3,3
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.27332604694627327,-0.45700322280703404,4,0.0,0,0,0,0,6,3,3
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.5843227359958343,-0.4564684348680975,4,1.0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.1450987731941488,-0.4563680827370372,4,0.0,1,1,1,1,3,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,0.18660938719646697,-0.4563350554533976,1,0.0,0,0,0,0,1,3,3
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.544097722928297,-0.4562690008861183,3,1.0,1,1,1,1,0,3,3
0,0,0,0,1,1,0,0,0,0,0,1,0,1,-0.3805209549367869,-0.45588664656397976,0,0.0,1,0,0,0,2,3,3
1,0,0,0,1,0,1,0,1,0,0,1,1,0,-1.3049340973478074,-0.45578883499319994,4,1.0,0,0,0,0,5,3,3
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.41161540766056415,-0.45506731587368443,4,0.0,0,0,0,0,1,3,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.44081613241907436,-0.45499745046598444,1,1.0,0,0,0,0,4,3,1
0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1.1707095800592888,-0.4546697181898663,4,1.0,1,1,1,1,6,3,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.9218379418330079,-0.454463932807187,4,0.0,1,1,1,1,6,6,3
0,1,0,0,0,1,1,1,1,1,1,1,0,0,-0.7449172312096544,-0.4541641466941486,4,0.0,0,0,0,0,7,3,3
0,0,0,0,1,0,0,1,1,1,1,1,1,1,0.07728203589080333,-0.45401552391776917,0,0.0,1,1,1,1,2,3,3
0,0,0,0,0,1,0,1,0,1,0,1,1,0,-0.7864125078477454,-0.45395582075119,2,0.0,0,1,0,1,6,3,1
0,0,0,1,1,1,0,0,0,0,0,0,0,1,1.0167689726723956,-0.4537678192904708,3,1.0,0,0,0,0,6,3,3
0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.6729717958562624,-0.45373733256711046,4,0.0,1,1,1,1,0,3,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,-0.367818319231249,-0.4531428414615936,3,1.0,0,0,0,0,3,3,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.864337344205939,-0.45236415973577715,3,1.0,1,0,0,0,1,3,3
0,0,0,1,0,0,0,0,0,1,0,1,0,1,-0.6229719284364893,-0.4512488537728631,0,0.0,0,0,0,0,4,3,3
0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.1244873234553578,-0.45073693087644534,4,1.0,0,0,0,0,0,3,3
0,0,0,0,1,1,0,1,1,1,1,1,1,1,-1.5815128187763887,-0.4504422258839669,3,0.0,1,0,0,0,2,3,3
0,0,0,0,0,0,1,0,1,1,0,0,0,0,-1.117697247048177,-0.45031265730968767,0,0.0,0,0,0,0,4,3,3
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5143735553773383,-0.45014371005106874,2,1.0,1,1,1,1,0,3,3
0,0,0,0,1,0,1,1,0,0,0,1,1,0,-0.7616847103409646,-0.44919989190705295,3,1.0,1,1,1,1,4,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.41185412301044777,-0.44918972966593324,4,1.0,0,1,0,1,8,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.268350506515858,-0.44908810725473386,2,1.0,0,0,1,0,6,3,1
0,0,0,1,1,1,1,1,1,1,1,0,0,0,-0.7675279227655121,-0.449001728205214,0,0.0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.9870294677572092,-0.4487819697409954,0,0.0,0,0,0,0,3,3,3
0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.7981989542991045,-0.4486892392907755,1,0.0,0,0,0,0,3,3,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.376492278489005,-0.44817096499365877,2,0.0,1,1,0,0,5,3,3
0,0,0,0,0,1,0,0,0,1,0,0,1,0,2.3750194665465583,-0.44774034002620094,4,0.0,1,1,1,1,3,3,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,-1.6646727405286443,-0.4476717448986412,4,0.0,0,0,0,0,6,3,3
0,0,0,0,0,1,0,0,0,0,1,1,0,0,-1.1076198227217835,-0.44756631164702104,0,1.0,1,1,0,0,5,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-1.3148421531981271,-0.447204281807123,4,0.0,0,0,0,0,3,3,3
0,0,0,0,1,0,0,1,1,0,0,1,0,1,0.6754068091455706,-0.4465754931378263,1,0.0,0,0,0,0,1,3,3
0,0,0,0,0,1,0,0,1,1,1,0,0,0,1.6525782318535918,-0.44632651823038766,0,0.0,0,1,0,0,1,3,3
